ingredient_name,rating,functions,link
Acrylates/Carbamate Copolymer,NOT RATED,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Acrylates/Ceteareth-20 Methacrylate Crosspolymer,NOT RATED,We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylates/Ceteth-20 Itaconate Copolymer,NOT RATED,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylates/Ceteth-20 Methacrylate Copolymer,NOT RATED,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylates/Diacetoneacrylamide Copolymer,NOT RATED,"Functions: Film Forming, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Acrylates/Dimethicone Methacrylate Copolymer,NOT RATED,"Functions: Anticaking, Binding, Film Forming, Skin Conditioning, Emollient, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Acrylates/Dimethiconol Acrylate Copolymer,NOT RATED,Functions: Film Forming. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylates/Dimethylaminoethyl Methacrylate Copolymer,NOT RATED,"Functions: Binding, Film Forming. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Acrylates/Dimethyl Itaconate Crosspolymer,NOT RATED,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylates/Ethylamine Oxide Methacrylate Copolymer,NOT RATED,Functions: Hair Fixative. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylates/Ethylhexyl Acrylate Copolymer,NOT RATED,Functions: Film Forming. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylates/Ethylhexyl Acrylate Crosspolymer,NOT RATED,Functions: Binding. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylates/Hema Copolymer,NOT RATED,Functions: Nail Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylates/Hydroxyesters Acrylates Copolymer,NOT RATED,Functions: Film Forming. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylates/Hydroxypropyl Epoxidized Soybean Oil Copolymer,NOT RATED,Functions: Film Forming. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylates/Isobornyl Acrylate Copolymer,NOT RATED,Functions: Film Forming. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylates/Laureth-25 Methacrylate Copolymer,NOT RATED,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylates/Lauryl Methacrylate Copolymer,NOT RATED,Functions: Film Forming. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylates/Methacrylamide Copolymer,NOT RATED,"Functions: Film Forming, Hair Fixative. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Acrylates/Methacryloyloxyethyl Phosphate Copolymer,NOT RATED,Functions: Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylates/Methacryloyl Propyltrimethoxysilane Crosspolymer,NOT RATED,Functions: Film Forming. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylates/Methoxy PEG-15 Methacrylate Copolymer,NOT RATED,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylates/Methoxy PEG-23 Methacrylate Copolymer,NOT RATED,Functions: Film Forming. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylates/Methoxy PEG-4 Methacrylate Copolymer,NOT RATED,Functions: Hair Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylates/Methoxy PEG-90 Methacrylate Crosspolymer,NOT RATED,Functions: Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylates/Octylacrylamide Copolymer,NOT RATED,"Functions: Film Forming, Hair Fixative. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Acrylates/Palmeth-25 Acrylate Copolymer,NOT RATED,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylates/Palmeth-25 Itaconate Copolymer,NOT RATED,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylates/PEG-4 Dimethacrylate Crosspolymer,NOT RATED,Functions: Film Forming. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylates/Perfluorohexylethyl Methacrylate Copolymer,NOT RATED,Functions: Film Forming. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylates/Polytrimethylsiloxymethacrylate Copolymer,NOT RATED,"Functions: Film Forming, Hair Fixative, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Acrylates/Propyl Trimethicone Methacrylate Copolymer,NOT RATED,Functions: Film Forming. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylates/Rhus Verniciflua Sap Extract Crosspolymer,NOT RATED,"Functions: Antioxidant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Acrylates/Steareth-20 Itaconate Copolymer,NOT RATED,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylates/Steareth-20 Methacrylate Crosspolymer,NOT RATED,Functions: Film Forming. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylates/Steareth-30 Methacrylate Copolymer,NOT RATED,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylates/Steareth-50 Acrylate Copolymer,NOT RATED,"Functions: Film Forming, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Acrylates/Stearyl Methacrylate Copolymer,NOT RATED,"Functions: Emulsion Stabilizer, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Acrylates/T-Butylacrylamide Copolymer,NOT RATED,"Functions: Film Forming, Hair Fixative. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Acrylates/Tris(Trimethylsiloxy)Silylpropyl Methacrylate Copolymer,NOT RATED,Functions: Film Forming. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylates/Va Copolymer,NOT RATED,"Functions: Binding, Film Forming, Hair Fixative, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Acrylates/Va Crosspolymer,NOT RATED,Functions: Film Forming. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylates/Vinyl Isodecanoate Crosspolymer,NOT RATED,"Functions: Emulsion Stabilizer, Film Forming, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Acrylates/Vinyl Neodecanoate Crosspolymer,NOT RATED,"Functions: Emulsion Stabilizer, Film Forming, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Acrylates/Vp Copolymer,NOT RATED,"Functions: Binding, Film Forming, Hair Fixative. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Acrylates/Vp Crosspolymer,NOT RATED,Functions: Binding. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylates Crosspolymer,NOT RATED,Functions: Absorbent. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylates Crosspolymer-3,NOT RATED,"Functions: Film Forming, Hair Fixative, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Acrylates Crosspolymer-4,NOT RATED,"Functions: Emulsion Stabilizer, Film Forming, Cleansing Agent, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Acrylates Crosspolymer-6,NOT RATED,"Functions: Skin Conditioning, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Acrylic Acid/Acrylamidomethyl Propane Sulfonic Acid Copolymer,NOT RATED,"Functions: Chelating, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Acrylic Acid/Acrylonitrogens Copolymer,NOT RATED,"Functions: Binding, Film Forming, Skin Conditioning, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Acrylic Acid/C12-22 Alkyl Acrylate Copolymer,NOT RATED,"Functions: Binding, Light Stabilizer, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Acrylic Acid/Ethyltrimonium Chloride Methacrylate Copolymer,NOT RATED,"Functions: Antistatic, Hair Conditioning, Hair Fixative, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Acrylic Acid/Hydroxyethylacrylamide Copolymer,NOT RATED,"Functions: Antistatic, Film Forming, Hair Conditioning, Hair Fixative. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Acrylic Acid/Methacrylamidopropyltrimonium Chloride Copolymer,NOT RATED,Functions: Hair Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylic Acid/Perfluorohexylethyl Acrylate Crosspolymer,NOT RATED,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylic Acid/Phosphorylcholine Glycol Acrylate Crosspolymer,NOT RATED,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylic Acid/Stearyl Acrylate Copolymer,NOT RATED,"Functions: Emulsion Stabilizer, Film Forming. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Acrylic Acid/Vp Crosspolymer,NOT RATED,"Functions: Cleansing Agent, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Acrylic Resin Coated Aluminum Powder,NOT RATED,Functions: Colorant. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acrylonitrile/Glycol Dimethacrylate Crosspolymer,NOT RATED,"Functions: Absorbent, Binding, Film Forming. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Acrylonitrile/Methyl Methacrylate Crosspolymer,NOT RATED,Functions: Film Forming. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acryloyl Morpholine,NOT RATED,Functions: Plasticizer. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acryloyloxyethyl Butylcarbamate,NOT RATED,Functions: Binding. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acryloyloxyethyl Phthalate,NOT RATED,"Functions: Film Forming, Plasticizer. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Acryloyloxypropyl Polysilsesquioxane,NOT RATED,Functions: Nail Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acryloyloxy Propyltrimethoxylane,NOT RATED,Functions: Solvent. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Acryloyloxy Propyltrimethoxysilane,NOT RATED,Functions: Solvent. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Actaea Heracleifolia Root Extract,NOT RATED,"Functions: Antioxidant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Actinidia Arguta Fruit Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Actinidia Arguta Juice,NOT RATED,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Actinidia Arguta Stem Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Actinidia Chinensis Fruit Juice,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Actinidia Chinensis Fruit Water,NOT RATED,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Actinidia Chinensis Seed,NOT RATED,"Functions: Abrasive, Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Actinidia Chinensis Seed Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Actinidia Chinensis Seed Oil,NOT RATED,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Actinidia Chinensis Stem Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Actinidia Deliciosa Fruit,NOT RATED,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Actinidia Deliciosa Fruit Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Actinidia Polygama Fruit Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Actinidia Polygama Leaf/Stem Extract,NOT RATED,"Functions: Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Actinidia Polygama Leaf Extract,NOT RATED,"Functions: Humectant, Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Actiniopteris Dichotoma Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Actinotus Helianthi Flower Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Activated Clay,NOT RATED,"Functions: Absorbent, Bulking. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Acyl Coenzyme A Desaturase,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Adamantanylamino Dihydroxypropiophenone,NOT RATED,"Functions: Antioxidant, Bleaching, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Adamantanylcarboxamido Methylhydroxylbenzamide,NOT RATED,"Functions: Antioxidant, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Adamantanylcarboxamido Trifluoromethylbenzonitrile,NOT RATED,Functions: Film Forming. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Adamantanyl Dihydrocaffeamide,NOT RATED,"Functions: Antioxidant, Bleaching, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Adamantanyl Dihydroxybenzamide,NOT RATED,"Functions: Antioxidant, Bleaching, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Adamantanyl Hydroxybenzamide,NOT RATED,"Functions: Antioxidant, Bleaching, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Adamantanyl Methylhydroxylterephthalamide,NOT RATED,"Functions: Antioxidant, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Adamantanyl Trihydroxybenzamide,NOT RATED,"Functions: Antioxidant, Bleaching, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Adansonia Digitata Leaf Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Adansonia Digitata Oil,NOT RATED,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Adansonia Digitata Pulp Extract,NOT RATED,"Functions: Humectant, Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Adansonia Digitata Seed Oil PEG-8 Esters,NOT RATED,"Functions: Emollient, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Adansonia Digitata Seed Oil Polyglyceryl-6 Esters,NOT RATED,"Functions: Emollient, Emulsifier. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Adansonia Digitata Seed Powder,NOT RATED,Functions: Abrasive. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Adansonia Grandidieri Seed Oil,NOT RATED,"Functions: Hair Conditioning, Humectant, Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Adenanthera Pavonina Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Adenanthera Pavonina Seed Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Adenine,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Adenium Obesum Callus Culture Extract,NOT RATED,"Functions: Antioxidant, Hair Conditioning, Humectant, Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Adenium Obesum Leaf Cell Extract,NOT RATED,"Functions: Fragrance, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Adenium Obesum Leaf Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Adenophora Stricta Root Extract,NOT RATED,"Functions: Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Adenophora Taquetii Extract,NOT RATED,Functions: Antioxidant. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Adenosine Cyclic Phosphate,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Adenosma Nelsonioides Leaf/Stem Oil,NOT RATED,"Functions: Anti-Seborrheic, Antimicrobial, Fragrance, Oral Care. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Adeps Bovis,NOT RATED,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Adeps Suillus,NOT RATED,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Adiantum Capillus-Veneris Leaf Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Adiantum Pedatum,NOT RATED,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Adiantum Pedatum Extract,NOT RATED,"Functions: Anti-Seborrheic, Astringent. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Adipic Acid,NOT RATED,"Functions: Buffering, Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Adipic Acid/Diethylenetriamine Copolymer,NOT RATED,"Functions: Film Forming, Hair Fixative. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Adipic Acid/Diglycol Crosspolymer,NOT RATED,Functions: Film Forming. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Adipic Acid/Dimethylaminohydroxypropyl Diethylenetriamine Copolymer,NOT RATED,"Functions: Antistatic, Film Forming, Hair Fixative. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Adipic Acid/Epoxypropyl Diethylenetriamine Copolymer,NOT RATED,"Functions: Antistatic, Film Forming, Hair Fixative. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Adipic Acid/Methyl Dea Crosspolymer,NOT RATED,"Functions: Film Forming, Hair Conditioning, Skin Conditioning, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Adipic Acid/Neopentyl Glycol Copolymer,NOT RATED,"Functions: Binding, Film Forming, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Adipic Acid/Neopentyl Glycol Crosspolymer,NOT RATED,"Functions: Anticaking, Antiperspirant, Binding, Bulking, Deodorant, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Adipic Acid/PPG-10 Copolymer,NOT RATED,"Functions: Film Forming, Plasticizer, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Adipic Acid Dihydrazide,NOT RATED,"Functions: Fragrance, Moisturizing. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Adonis Amurensis Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Adonis Palaestina Flower Extract,NOT RATED,"Functions: Hair Conditioning, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Aegle Marmelos Bark Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Aegle Marmelos Fruit Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Aegle Marmelos Leaf Oil,NOT RATED,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Aegle Marmelos Root Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Aegle Marmelos Root Powder,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Aegopodium Podagraria Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Aeollanthus Suaveolens Leaf Oil,NOT RATED,"Functions: Antimicrobial, Flavor, Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Aerangis Fastuosa Callus Powder,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Aeropyrum/Soybean Ferment Filtrate,NOT RATED,"Functions: Anti-Sebum, Skin Conditioning, Emollient, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Aerva Lanata Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Aesculus Chinensis Extract,NOT RATED,"Functions: Astringent, Tonic. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Aesculus Hippocastanum/Pavia Flower Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Aesculus Hippocastanum Bark Extract,NOT RATED,"Functions: Astringent, Skin Conditioning, Tonic. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Aesculus Hippocastanum Bud Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Aesculus Hippocastanum Extract,NOT RATED,"Functions: Antioxidant, Astringent, Skin Conditioning, Emollient, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Aesculus Hippocastanum Flower Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Aesculus Hippocastanum Flower Water,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Aesculus Hippocastanum Fruit Powder,NOT RATED,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Aesculus Hippocastanum Leaf Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Aesculus Turbinata Bark,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Aetoxylon Sympetalum Wood Oil,NOT RATED,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Aframomum Angustifolium Leaf Oil,NOT RATED,"Functions: Antimicrobial, Antioxidant, Flavor, Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Aframomum Angustifolium Seed Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Aframomum Melegueta Seed Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Agardhiella Subulata Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Agaricus Bisporus Cap/Stem Extract,NOT RATED,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Agaricus Bisporus Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Agaricus Blazei Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Agaricus Blazei Fruiting Body Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Agarose,NOT RATED,"Functions: Skin Conditioning, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Agarum Cribrosum Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Agastache Rugosa Callus Culture,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Agastache Rugosa Extract,NOT RATED,"Functions: Antimicrobial, Antioxidant, Astringent, Hair Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Agastache Rugosa Stem Oil,NOT RATED,Functions: Oral Care. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Agave Americana Leaf Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Agave Americana Leaf Powder,NOT RATED,Functions: Abrasive. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Agave Americana Stem Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Agave Atrovirens Extract,NOT RATED,"Functions: Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Agave Rigida Extract,NOT RATED,Functions: Bulking. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Agave Tequilana Leaf Extract,NOT RATED,Functions: Astringent. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Agave Tequilana Root Juice,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Ageratum Conyzoides Leaf Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Ageratum Houstonianum Extract,NOT RATED,"Functions: Humectant, Skin Conditioning, Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Aglaia Odorata Flower Oil,NOT RATED,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Agonis Fragrans Branch/Leaf Oil,NOT RATED,Functions: Fragrance. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Agrimonia Eupatoria Extract,NOT RATED,Functions: Astringent. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Agrimonia Eupatoria Flower Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Agrimonia Eupatoria Root Extract,NOT RATED,"Functions: Antioxidant, Astringent. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Agrimonia Pilosa Extract,NOT RATED,"Functions: Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Agrocybe Cylindracea Ferment Filtrate,NOT RATED,"Functions: Antioxidant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Agropyron Cristatum Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Agropyron Repens Root Extract,NOT RATED,"Functions: Fragrance, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Agrostis Stolonifera Extract,NOT RATED,"Functions: Hair Conditioning, Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Ahnfeltia Plicata Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Ailanthus Altissima Bark/Root Extract,NOT RATED,"Functions: Antioxidant, Humectant, Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Ailanthus Altissima Bark Extract,NOT RATED,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Ailanthus Altissima Fruit Extract,NOT RATED,Functions: Skin Protecting. We have not yet rated this ingredient because we have not had a chance to review the research on it.,
Ajuga Nipponensis Leaf/Stem Extract,NOT RATED,"Functions: Humectant, Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Ajuga Reptans Cell Culture Extract,NOT RATED,"Functions: Antioxidant, Bleaching, Chelating. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
Ajuga Reptans Leaf Extract,NOT RATED,"Functions: Anti-Sebum, Antimicrobial, Antioxidant, Chelating. We have not yet rated this ingredient because we have not had a chance to review the research on it.",
