Label,Brand,Name,Price,Rank,Combination,Dry,Normal,Oily,Sensitive,ingredient,paula_description,good_for,bad_for,effect_stem,effect_type,Combination_effect,Dry_effect,Normal_effect,Oily_effect,Sensitive_effect
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Linoleic Acid,"Omega-6 fatty acid that’s the most abundant fatty acid found in skin’s upper layers. In skin care, it serves as an antioxidant, emollient, and thickening ingredient.","antioxidant,emollient",,antioxidant,good,1.0,1.0,1.0,1.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Linoleic Acid,"Omega-6 fatty acid that’s the most abundant fatty acid found in skin’s upper layers. In skin care, it serves as an antioxidant, emollient, and thickening ingredient.","antioxidant,emollient",,emollient,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Caffeine,Caffeine is the chief stimulant in beverages such as coffee and tea. It's often included in skin care products with claims that it will improve the look of cellulite or puffy eyes.,,,,,,,,,
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Acetyl Glucosamine,Antioxidant known to help visibly fade discolorations and soothe skin. It also helps skin naturally produce its own hyaluronic acid content.,"antioxidant,discolor,fade,sooth",,antioxidant,good,1.0,1.0,1.0,1.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Acetyl Glucosamine,Antioxidant known to help visibly fade discolorations and soothe skin. It also helps skin naturally produce its own hyaluronic acid content.,"antioxidant,discolor,fade,sooth",,discolor,good,1.0,1.0,1.0,1.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Acetyl Glucosamine,Antioxidant known to help visibly fade discolorations and soothe skin. It also helps skin naturally produce its own hyaluronic acid content.,"antioxidant,discolor,fade,sooth",,fade,good,1.0,1.0,1.0,1.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Acetyl Glucosamine,Antioxidant known to help visibly fade discolorations and soothe skin. It also helps skin naturally produce its own hyaluronic acid content.,"antioxidant,discolor,fade,sooth",,sooth,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Linolenic Acid,"An omega-3 fatty acid that helps condition, support, and restore skin. Research also shows it has soothing and potentially spot-fading properties.","restore,sooth",,restore,good,1.0,1.0,1.0,1.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Linolenic Acid,"An omega-3 fatty acid that helps condition, support, and restore skin. Research also shows it has soothing and potentially spot-fading properties.","restore,sooth",,sooth,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Adenosine Phosphate,"Also known as AMP, adenosine phosphate is a skin-soothing and restoring ingredient that's similar to adenosine triphosphate.",sooth,,sooth,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Phospholipids,"A type of fat found naturally in skin, these ingredients have value in skin care for their ability to both attract water and deliver it to areas that need increased hydration. They also have antioxidant properties.","antioxidant,hydrat",,antioxidant,good,1.0,1.0,1.0,1.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Phospholipids,"A type of fat found naturally in skin, these ingredients have value in skin care for their ability to both attract water and deliver it to areas that need increased hydration. They also have antioxidant properties.","antioxidant,hydrat",,hydrat,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Acetyl Hexapeptide-8,"One of several peptides used in skin care products, this ingredient has skin-restoring and water-binding properties, helping it improve both the look and feel of skin.",,,,,,,,,
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Ammonium Acryloyldimethyltaurate/Vp Copolymer,A synthetic polymer and film-forming agent that also serves as a thickening agent in cosmetics products.,,,,,,,,,
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Behenyl Alcohol,"This fatty, non-drying alcohol enhances a product’s texture and helps its moisturizing capabilities. It’s been deemed safe as used in skin care.",moistur,drying,moistur,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Behenyl Alcohol,"This fatty, non-drying alcohol enhances a product’s texture and helps its moisturizing capabilities. It’s been deemed safe as used in skin care.",moistur,drying,drying,bad,-1.0,-1.0,0.0,1.0,-1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Saccharide Isomerate,"Water-binding agent and emollient, particularly helpful for dry skin. Research indicates it has an affinity for soothing and strengthening skin's barrier, while delivering long-lasting hydration.","barrier,emollient,hydrat,sooth,strengthen",sting,barrier,good,1.0,1.0,1.0,1.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Saccharide Isomerate,"Water-binding agent and emollient, particularly helpful for dry skin. Research indicates it has an affinity for soothing and strengthening skin's barrier, while delivering long-lasting hydration.","barrier,emollient,hydrat,sooth,strengthen",sting,emollient,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Saccharide Isomerate,"Water-binding agent and emollient, particularly helpful for dry skin. Research indicates it has an affinity for soothing and strengthening skin's barrier, while delivering long-lasting hydration.","barrier,emollient,hydrat,sooth,strengthen",sting,hydrat,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Saccharide Isomerate,"Water-binding agent and emollient, particularly helpful for dry skin. Research indicates it has an affinity for soothing and strengthening skin's barrier, while delivering long-lasting hydration.","barrier,emollient,hydrat,sooth,strengthen",sting,sooth,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Saccharide Isomerate,"Water-binding agent and emollient, particularly helpful for dry skin. Research indicates it has an affinity for soothing and strengthening skin's barrier, while delivering long-lasting hydration.","barrier,emollient,hydrat,sooth,strengthen",sting,strengthen,good,1.0,1.0,1.0,1.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Saccharide Isomerate,"Water-binding agent and emollient, particularly helpful for dry skin. Research indicates it has an affinity for soothing and strengthening skin's barrier, while delivering long-lasting hydration.","barrier,emollient,hydrat,sooth,strengthen",sting,sting,bad,0.0,0.0,0.0,0.0,-1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Peg-100 Stearate,"Versatile, commonly used ingredient that can be used as an emulsifier, cleansing agent, and emollient. In general, it helps enhance the texture of the formula and contributes to a soft after feel on skin.","emollient,soft",,emollient,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Peg-100 Stearate,"Versatile, commonly used ingredient that can be used as an emulsifier, cleansing agent, and emollient. In general, it helps enhance the texture of the formula and contributes to a soft after feel on skin.","emollient,soft",,soft,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Phytosterols,"Phytosterols are naturally occurring, cholesterol-like molecules found in all plant foods.",,,,,,,,,
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Tocopheryl Acetate,A form of vitamin E frequently used in cosmetics for its antioxidant benefit.,antioxidant,,antioxidant,good,1.0,1.0,1.0,1.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Triolein,This triglyceride is used as a skin conditioning emollient in cosmetics.,emollient,,emollient,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Glyceryl Stearate,This moisturizing ingredient is found naturally in the human body but is usually plant- or synthetically derived in cosmetics. It has been deemed safe as used in cosmetics and is also used as a food additive.,moistur,,moistur,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Trehalose,Humectant plant sugar that boosts skin’s hydration and offers antioxidant properties to help preserve youthfulness.,"antioxidant,hydrat",,antioxidant,good,1.0,1.0,1.0,1.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Trehalose,Humectant plant sugar that boosts skin’s hydration and offers antioxidant properties to help preserve youthfulness.,"antioxidant,hydrat",,hydrat,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Potassium Cetyl Phosphate,This detergent cleansing agent and emulsifier is used in concentrations up to 8.3% in cosmetics.,,,,,,,,,
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Caprylyl Glycol,"Conditions skin and hair and is a moisturizing ingredient in many skin care products. Because of its antibacterial action, it also is an effective cosmetics preservative.",moistur,,moistur,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Propylene Glycol Dicaprate,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.,emollient,,emollient,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Sodium Pca,"This excellent hydrating ingredient is part of skin’s natural moisturizing factor (NMF). As such, it is a cornerstone of many moisturizers thanks to its ability to help skin both attract and retain moisture, resulting a more supple, youthful appearance.","hydrat,moistur,tone",,hydrat,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Sodium Pca,"This excellent hydrating ingredient is part of skin’s natural moisturizing factor (NMF). As such, it is a cornerstone of many moisturizers thanks to its ability to help skin both attract and retain moisture, resulting a more supple, youthful appearance.","hydrat,moistur,tone",,moistur,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Sodium Pca,"This excellent hydrating ingredient is part of skin’s natural moisturizing factor (NMF). As such, it is a cornerstone of many moisturizers thanks to its ability to help skin both attract and retain moisture, resulting a more supple, youthful appearance.","hydrat,moistur,tone",,tone,good,1.0,1.0,1.0,1.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Helianthus Annuus (Sunflower) Seedcake,"Wax derived from sunflower seeds, known for its moisturizing properties and ability to enhance formulary texture.",moistur,,moistur,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Propylene Glycol Dicaprylate,"Functions: Emollient, Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.",emollient,,emollient,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Xanthan Gum,"This naturally derived ingredient is produced from the fermentation of simple sugars, and acts as a thickening agent, texture enhancer, and emulsion stabilizer in cosmetics.",,,,,,,,,
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,This synthetic ingredient is used to enhance the texture of skin care and hair care products and has been ruled safe as used in cosmetics.,,,,,,,,,
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Sodium Hyaluronate,"The salt form of hyaluronic acid. Like its sister ingredient, it's considered an excellent moisturizer, helping skin retain water so it looks and feels smoother. It is more bioavailable than hyaluronic acid, meaning it is more readily absorbed by skin.","moistur,smooth",,moistur,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Sodium Hyaluronate,"The salt form of hyaluronic acid. Like its sister ingredient, it's considered an excellent moisturizer, helping skin retain water so it looks and feels smoother. It is more bioavailable than hyaluronic acid, meaning it is more readily absorbed by skin.","moistur,smooth",,smooth,good,1.0,1.0,1.0,1.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Sodium Lactate,"The sodium salt of lactic acid, which works as a hydrating and buffering agent (to adjust a product’s pH value). It also offers antioxidant properties as a secondary benefit.","antioxidant,hydrat",,antioxidant,good,1.0,1.0,1.0,1.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Sodium Lactate,"The sodium salt of lactic acid, which works as a hydrating and buffering agent (to adjust a product’s pH value). It also offers antioxidant properties as a secondary benefit.","antioxidant,hydrat",,hydrat,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Dipalmitoyl Hydroxyproline,A peptide blend that supports skin's own collagen by helping to firm and reduce the look of lines on skin and lips.,"collagen,firm",,collagen,good,1.0,1.0,1.0,0.0,0.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Dipalmitoyl Hydroxyproline,A peptide blend that supports skin's own collagen by helping to firm and reduce the look of lines on skin and lips.,"collagen,firm",,firm,good,1.0,1.0,1.0,0.0,0.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Phytosteryl Canola Glycerides,,,,,,,,,,
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Oleic Acid,Omega-9 fatty acid used as a cleansing agent and texture enhancer. Its skin calming properties are boosted when combined with other fats in skin care.,calm,,calm,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Palmitic Acid,"This fatty acid is found naturally in skin and is the most common fatty acid found in animals, plants, and microorganisms. It has many functions in cosmetics, including as a cleansing agent and emollient.",emollient,,emollient,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Stearic Acid,"Emollient, emulsifier, cleansing and texture-enhancing ingredient. Protects skin's surface against water loss and helps shore up skin's protective barrier.","barrier,emollient,protect",,barrier,good,1.0,1.0,1.0,1.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Stearic Acid,"Emollient, emulsifier, cleansing and texture-enhancing ingredient. Protects skin's surface against water loss and helps shore up skin's protective barrier.","barrier,emollient,protect",,emollient,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Stearic Acid,"Emollient, emulsifier, cleansing and texture-enhancing ingredient. Protects skin's surface against water loss and helps shore up skin's protective barrier.","barrier,emollient,protect",,protect,good,1.0,1.0,1.0,1.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Potassium Sulfate,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.,,,,,,,,,
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Acrylamide/Sodium Acryloyldimethyltaurate Copolymer,Functions: Viscosity Controlling. We have not yet rated this ingredient because we have not had a chance to review the research on it.,,,,,,,,,
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Decarboxy Carnosine Hcl,A biomimetic peptide (meaning it is designed to emulate a natural peptide found in the body) known for its antioxidant power and anti-aging effects.,"anti-aging,antioxidant",,anti-aging,good,1.0,1.0,1.0,0.0,0.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Decarboxy Carnosine Hcl,A biomimetic peptide (meaning it is designed to emulate a natural peptide found in the body) known for its antioxidant power and anti-aging effects.,"anti-aging,antioxidant",,antioxidant,good,1.0,1.0,1.0,1.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Isohexadecane,"Multitasking ingredient that plays various roles including cleansing agent, solvent, texture enhancer, and skin-conditioning agent. Imparts a non-greasy, lightweight, silky feel.",,,,,,,,,
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Nordihydroguaiaretic Acid,Powerful antioxidant that stands out for its ability to help defend skin against daily environmental stressors and mitigate visible effects of UV exposure. Can be naturally or synthetically derived.,antioxidant,,antioxidant,good,1.0,1.0,1.0,1.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Carbomer,Often used to create gel-textured formulas or to influence the product’s thickness. Research also shows carbomers can enhance the penetration & effectiveness of key actives.,,,,,,,,,
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Polysorbate 80,"Serves a variety of roles within cosmetic formulas, primarily as a surfactant/emulsifier/solubilizing agent. Can also enhance the penetration of other key ingredients.",,,,,,,,,
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Cyclodextrin,"A complex sugar (polysaccharide) derived from corn starch and used in cosmetics to keep certain ingredients suspended and evenly dispersed, which improves stability and efficacy.",,,,,,,,,
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Fragrance,One or a blend of volatile and/or fragrant plant oils (or synthetically derived oils) that impart aroma and odor to products.,,,,,,,,,
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Silica,This mineral ingredient functions as an absorbent and thickening agent in cosmetics and can help enhance the absorption of other ingredients as well.,,,,,,,,,
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Ethylbisiminomethylguaiacol Manganese Chloride,Functions: Antioxidant. We have not yet rated this ingredient because we have not had a chance to review the research on it.,antioxidant,,antioxidant,good,1.0,1.0,1.0,1.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Sodium Hydroxide,"Also known as lye, this ingredient is highly alkaline, meaning it is on the basic side of the pH range (its pH is naturally 13). It is used in small amounts in cosmetics (such as cleansers and exfoliants) adjust their pH.",,,,,,,,,
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Phenoxyethanol,Safe preservative known to be well-tolerated by skin; offers wide spectrum protection against unwanted microbials in a formula.,protect,,protect,good,1.0,1.0,1.0,1.0,1.0
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Red 33 (Ci 17200),,,,,,,,,,
Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,0,0,0,0,0,Blue 1 (Ci 42090),,,,,,,,,,
Moisturizer,KATE SOMERVILLE,Oil Free Moisturizer,65,4.2,1,0,1,1,0,Water,"This is the most widely used ingredient in skin care, often appearing first in product ingredient lists. Used as a solvent.",,,,,,,,,
Moisturizer,KATE SOMERVILLE,Oil Free Moisturizer,65,4.2,1,0,1,1,0,Isocetyl Stearate,"Functions: Skin Conditioning, Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.",emollient,,emollient,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,KATE SOMERVILLE,Oil Free Moisturizer,65,4.2,1,0,1,1,0,Pentaerythrityl Tetracaprylate/Tetracaprate,Functions: Emollient. We have not yet rated this ingredient because we have not had a chance to review the research on it.,emollient,,emollient,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,KATE SOMERVILLE,Oil Free Moisturizer,65,4.2,1,0,1,1,0,C12-15 Alkyl Benzoate,"Skin-softening, moisture-sealing emollient that can also be used to improve the smooth/even dispersion of a formula.","emollient,moistur,smooth,soft",,emollient,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,KATE SOMERVILLE,Oil Free Moisturizer,65,4.2,1,0,1,1,0,C12-15 Alkyl Benzoate,"Skin-softening, moisture-sealing emollient that can also be used to improve the smooth/even dispersion of a formula.","emollient,moistur,smooth,soft",,moistur,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,KATE SOMERVILLE,Oil Free Moisturizer,65,4.2,1,0,1,1,0,C12-15 Alkyl Benzoate,"Skin-softening, moisture-sealing emollient that can also be used to improve the smooth/even dispersion of a formula.","emollient,moistur,smooth,soft",,smooth,good,1.0,1.0,1.0,1.0,1.0
Moisturizer,KATE SOMERVILLE,Oil Free Moisturizer,65,4.2,1,0,1,1,0,C12-15 Alkyl Benzoate,"Skin-softening, moisture-sealing emollient that can also be used to improve the smooth/even dispersion of a formula.","emollient,moistur,smooth,soft",,soft,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,KATE SOMERVILLE,Oil Free Moisturizer,65,4.2,1,0,1,1,0,Polyamide-5,Functions: Skin Conditioning. We have not yet rated this ingredient because we have not had a chance to review the research on it.,,,,,,,,,
Moisturizer,KATE SOMERVILLE,Oil Free Moisturizer,65,4.2,1,0,1,1,0,Xylitylglucoside,"An ingredient derived from two water-binding plant sugars, xylitol and glucose.",,,,,,,,,
Moisturizer,KATE SOMERVILLE,Oil Free Moisturizer,65,4.2,1,0,1,1,0,Anhydroxylitol,"A natural, plant-derived ingredient that acts as a humectant to help skin absorb and retain moisture.",moistur,,moistur,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,KATE SOMERVILLE,Oil Free Moisturizer,65,4.2,1,0,1,1,0,Xylitol,"This sugar alcohol primarily works to attract and hold moisture to skin. As a prebiotic, it positively influences skin’s microbiome.",moistur,,moistur,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,KATE SOMERVILLE,Oil Free Moisturizer,65,4.2,1,0,1,1,0,Dipalmitoyl Hydroxyproline,A peptide blend that supports skin's own collagen by helping to firm and reduce the look of lines on skin and lips.,"collagen,firm",,collagen,good,1.0,1.0,1.0,0.0,0.0
Moisturizer,KATE SOMERVILLE,Oil Free Moisturizer,65,4.2,1,0,1,1,0,Dipalmitoyl Hydroxyproline,A peptide blend that supports skin's own collagen by helping to firm and reduce the look of lines on skin and lips.,"collagen,firm",,firm,good,1.0,1.0,1.0,0.0,0.0
Moisturizer,KATE SOMERVILLE,Oil Free Moisturizer,65,4.2,1,0,1,1,0,PEG/PPG-18/18 Dimethicone,Enhances formulary texture and spreadability. Also creates a breathable barrier that prevents water loss (ideal for improving dehydrated skin).,"barrier,hydrat",,barrier,good,1.0,1.0,1.0,1.0,1.0
Moisturizer,KATE SOMERVILLE,Oil Free Moisturizer,65,4.2,1,0,1,1,0,PEG/PPG-18/18 Dimethicone,Enhances formulary texture and spreadability. Also creates a breathable barrier that prevents water loss (ideal for improving dehydrated skin).,"barrier,hydrat",,hydrat,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,KATE SOMERVILLE,Oil Free Moisturizer,65,4.2,1,0,1,1,0,Behenyl Alcohol,"This fatty, non-drying alcohol enhances a product’s texture and helps its moisturizing capabilities. It’s been deemed safe as used in skin care.",moistur,drying,moistur,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,KATE SOMERVILLE,Oil Free Moisturizer,65,4.2,1,0,1,1,0,Behenyl Alcohol,"This fatty, non-drying alcohol enhances a product’s texture and helps its moisturizing capabilities. It’s been deemed safe as used in skin care.",moistur,drying,drying,bad,-1.0,-1.0,0.0,1.0,-1.0
Moisturizer,KATE SOMERVILLE,Oil Free Moisturizer,65,4.2,1,0,1,1,0,Pullulan,Water-binding (hydration) and film-forming agent with antioxidants properties. Can be used to enhance delivery of key ingredients.,"antioxidant,hydrat",,antioxidant,good,1.0,1.0,1.0,1.0,1.0
Moisturizer,KATE SOMERVILLE,Oil Free Moisturizer,65,4.2,1,0,1,1,0,Pullulan,Water-binding (hydration) and film-forming agent with antioxidants properties. Can be used to enhance delivery of key ingredients.,"antioxidant,hydrat",,hydrat,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,KATE SOMERVILLE,Oil Free Moisturizer,65,4.2,1,0,1,1,0,Cetearyl Ethylhexanoate,This ester of cetearyl alcohol and 2-ethylhexanoic acid defends skin against moisture loss and adds an elegant slip to creams and lotions.,moistur,,moistur,good,1.0,1.0,1.0,0.0,1.0
Moisturizer,KATE SOMERVILLE,Oil Free Moisturizer,65,4.2,1,0,1,1,0,Sodium Polyacrylate,"Has multiple uses in cosmetics as a film-forming agent, emulsion stabilizer, thickener, and absorbent. It can absorb 100–1000 times its mass in water.",,,,,,,,,
